,year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state,total_man_by_state,total_woman_by_state,total_people_by_state_and_age_range,total_man_by_state_and_age_range,total_woman_by_state_and_age_range,rate_level
1377,2009,Puebla,1 salario m¡nimo,29467,787,0,0,0,0,0,0,0,0
1378,2009,Puebla,Menos de 1 s.m.,2170482,447869,0,0,0,0,0,0,0,0
1379,2009,Puebla,M s de 1 hasta 2 s.m.,29219,5194,0,0,0,0,0,0,0,0
1380,2009,Puebla,M s de 10 s.m.,1468593,810532,0,0,0,0,0,0,0,0
1381,2009,Puebla,M s de 2 hasta 3 s.m.,660519,13582,0,0,0,0,0,0,0,0
1382,2009,Puebla,M s de 3 hasta 5 s.m.,1653604,721276,0,0,0,0,0,0,0,0
1383,2009,Puebla,M s de 5 hasta 10 s.m.,200603,61907,0,0,0,0,0,0,0,0
1384,2009,Puebla,No especificado,43696,16372,0,0,0,0,0,0,0,0
1385,2009,Puebla,No recibe ingresos,291422,15354,0,0,0,0,0,0,0,0
1386,2009,Queretaro,1 salario m¡nimo,3472,3472,0,0,0,0,0,0,0,0
1387,2009,Queretaro,Menos de 1 s.m.,223873,32410,0,0,0,0,0,0,0,0
1388,2009,Queretaro,M s de 1 hasta 2 s.m.,13423,1362,0,0,0,0,0,0,0,0
1389,2009,Queretaro,M s de 10 s.m.,433798,247905,0,0,0,0,0,0,0,0
1390,2009,Queretaro,M s de 2 hasta 3 s.m.,270917,9020,0,0,0,0,0,0,0,0
1391,2009,Queretaro,M s de 3 hasta 5 s.m.,543869,190181,0,0,0,0,0,0,0,0
1392,2009,Queretaro,M s de 5 hasta 10 s.m.,74297,16481,0,0,0,0,0,0,0,0
1393,2009,Queretaro,No especificado,21204,6447,0,0,0,0,0,0,0,0
1394,2009,Queretaro,No recibe ingresos,101843,7859,0,0,0,0,0,0,0,0
1395,2009,Quintana Roo,1 salario m¡nimo,1302,109,0,0,0,0,0,0,0,0
1396,2009,Quintana Roo,Menos de 1 s.m.,129722,10440,0,0,0,0,0,0,0,0
1397,2009,Quintana Roo,M s de 1 hasta 2 s.m.,10310,2963,0,0,0,0,0,0,0,0
1398,2009,Quintana Roo,M s de 10 s.m.,420086,235396,0,0,0,0,0,0,0,0
1399,2009,Quintana Roo,M s de 2 hasta 3 s.m.,232546,10421,0,0,0,0,0,0,0,0
1400,2009,Quintana Roo,M s de 3 hasta 5 s.m.,146145,56569,0,0,0,0,0,0,0,0
1401,2009,Quintana Roo,M s de 5 hasta 10 s.m.,46158,17243,0,0,0,0,0,0,0,0
1402,2009,Quintana Roo,No especificado,25414,9771,0,0,0,0,0,0,0,0
1403,2009,Quintana Roo,No recibe ingresos,130659,7516,0,0,0,0,0,0,0,0
1404,2009,San Luis Potos¡,1 salario m¡nimo,37250,385,0,0,0,0,0,0,0,0
1405,2009,San Luis Potos¡,Menos de 1 s.m.,764446,67507,0,0,0,0,0,0,0,0
1406,2009,San Luis Potos¡,M s de 1 hasta 2 s.m.,19937,7231,0,0,0,0,0,0,0,0
1407,2009,San Luis Potos¡,M s de 10 s.m.,643541,373409,0,0,0,0,0,0,0,0
1408,2009,San Luis Potos¡,M s de 2 hasta 3 s.m.,294674,9897,0,0,0,0,0,0,0,0
1409,2009,San Luis Potos¡,M s de 3 hasta 5 s.m.,602675,218125,0,0,0,0,0,0,0,0
1410,2009,San Luis Potos¡,M s de 5 hasta 10 s.m.,108684,27386,0,0,0,0,0,0,0,0
1411,2009,San Luis Potos¡,No especificado,18909,8938,0,0,0,0,0,0,0,0
1412,2009,San Luis Potos¡,No recibe ingresos,139072,8165,0,0,0,0,0,0,0,0
1413,2009,Sinaloa,1 salario m¡nimo,15466,1214,0,0,0,0,0,0,0,0
1414,2009,Sinaloa,Menos de 1 s.m.,881378,95745,0,0,0,0,0,0,0,0
1415,2009,Sinaloa,M s de 1 hasta 2 s.m.,25477,3562,0,0,0,0,0,0,0,0
1416,2009,Sinaloa,M s de 10 s.m.,902725,517318,0,0,0,0,0,0,0,0
1417,2009,Sinaloa,M s de 2 hasta 3 s.m.,397062,15153,0,0,0,0,0,0,0,0
1418,2009,Sinaloa,M s de 3 hasta 5 s.m.,502548,198095,0,0,0,0,0,0,0,0
1419,2009,Sinaloa,M s de 5 hasta 10 s.m.,133274,32341,0,0,0,0,0,0,0,0
1420,2009,Sinaloa,No especificado,42122,15649,0,0,0,0,0,0,0,0
1421,2009,Sinaloa,No recibe ingresos,139417,15238,0,0,0,0,0,0,0,0
1422,2009,Sonora,1 salario m¡nimo,44776,4512,0,0,0,0,0,0,0,0
1423,2009,Sonora,Menos de 1 s.m.,461027,61549,0,0,0,0,0,0,0,0
1424,2009,Sonora,M s de 1 hasta 2 s.m.,21717,4510,0,0,0,0,0,0,0,0
1425,2009,Sonora,M s de 10 s.m.,714750,374855,0,0,0,0,0,0,0,0
1426,2009,Sonora,M s de 2 hasta 3 s.m.,376928,10572,0,0,0,0,0,0,0,0
1427,2009,Sonora,M s de 3 hasta 5 s.m.,780426,350985,0,0,0,0,0,0,0,0
1428,2009,Sonora,M s de 5 hasta 10 s.m.,96345,23611,0,0,0,0,0,0,0,0
1429,2009,Sonora,No especificado,53858,22509,0,0,0,0,0,0,0,0
1430,2009,Sonora,No recibe ingresos,104366,6682,0,0,0,0,0,0,0,0
1431,2009,Tabasco,1 salario m¡nimo,149651,21658,0,0,0,0,0,0,0,0
1432,2009,Tabasco,Menos de 1 s.m.,612884,29411,0,0,0,0,0,0,0,0
1433,2009,Tabasco,M s de 1 hasta 2 s.m.,19452,7425,0,0,0,0,0,0,0,0
1434,2009,Tabasco,M s de 10 s.m.,572239,296451,0,0,0,0,0,0,0,0
1435,2009,Tabasco,M s de 2 hasta 3 s.m.,260638,6858,0,0,0,0,0,0,0,0
1436,2009,Tabasco,M s de 3 hasta 5 s.m.,233150,84918,0,0,0,0,0,0,0,0
1437,2009,Tabasco,M s de 5 hasta 10 s.m.,75831,13522,0,0,0,0,0,0,0,0
1438,2009,Tabasco,No especificado,17083,6820,0,0,0,0,0,0,0,0
1439,2009,Tabasco,No recibe ingresos,146278,8997,0,0,0,0,0,0,0,0
1440,2009,Tamaulipas,1 salario m¡nimo,47994,10469,0,0,0,0,0,0,0,0
1441,2009,Tamaulipas,Menos de 1 s.m.,346591,18572,0,0,0,0,0,0,0,0
1442,2009,Tamaulipas,M s de 1 hasta 2 s.m.,22694,3013,0,0,0,0,0,0,0,0
1443,2009,Tamaulipas,M s de 10 s.m.,929830,491822,0,0,0,0,0,0,0,0
1444,2009,Tamaulipas,M s de 2 hasta 3 s.m.,507209,24832,0,0,0,0,0,0,0,0
