,year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state,total_man_by_state,total_woman_by_state,total_people_by_state_and_age_range,total_man_by_state_and_age_range,total_woman_by_state_and_age_range,rate_level
2002,2011,San Luis Potos¡,M s de 2 hasta 3 s.m.,256622,10038,0,0,0,0,0,0,0,0
2003,2011,San Luis Potos¡,M s de 3 hasta 5 s.m.,653579,227073,0,0,0,0,0,0,0,0
2004,2011,San Luis Potos¡,M s de 5 hasta 10 s.m.,92172,18246,0,0,0,0,0,0,0,0
2005,2011,San Luis Potos¡,No especificado,22742,7491,0,0,0,0,0,0,0,0
2006,2011,San Luis Potos¡,No recibe ingresos,111263,9504,0,0,0,0,0,0,0,0
2007,2011,Sinaloa,1 salario m¡nimo,10510,10510,0,0,0,0,0,0,0,0
2008,2011,Sinaloa,Menos de 1 s.m.,856489,107534,0,0,0,0,0,0,0,0
2009,2011,Sinaloa,M s de 1 hasta 2 s.m.,18302,1820,0,0,0,0,0,0,0,0
2010,2011,Sinaloa,M s de 10 s.m.,976187,535429,0,0,0,0,0,0,0,0
2011,2011,Sinaloa,M s de 2 hasta 3 s.m.,340432,13322,0,0,0,0,0,0,0,0
2012,2011,Sinaloa,M s de 3 hasta 5 s.m.,458093,188624,0,0,0,0,0,0,0,0
2013,2011,Sinaloa,M s de 5 hasta 10 s.m.,146391,38905,0,0,0,0,0,0,0,0
2014,2011,Sinaloa,No especificado,34006,12373,0,0,0,0,0,0,0,0
2015,2011,Sinaloa,No recibe ingresos,118206,9853,0,0,0,0,0,0,0,0
2016,2011,Sonora,1 salario m¡nimo,46704,2296,0,0,0,0,0,0,0,0
2017,2011,Sonora,Menos de 1 s.m.,500413,65069,0,0,0,0,0,0,0,0
2018,2011,Sonora,M s de 1 hasta 2 s.m.,47504,9680,0,0,0,0,0,0,0,0
2019,2011,Sonora,M s de 10 s.m.,798395,436156,0,0,0,0,0,0,0,0
2020,2011,Sonora,M s de 2 hasta 3 s.m.,387140,15001,0,0,0,0,0,0,0,0
2021,2011,Sonora,M s de 3 hasta 5 s.m.,839554,368883,0,0,0,0,0,0,0,0
2022,2011,Sonora,M s de 5 hasta 10 s.m.,103926,32744,0,0,0,0,0,0,0,0
2023,2011,Sonora,No especificado,42150,16977,0,0,0,0,0,0,0,0
2024,2011,Sonora,No recibe ingresos,108097,10717,0,0,0,0,0,0,0,0
2025,2011,Tabasco,1 salario m¡nimo,155385,20832,0,0,0,0,0,0,0,0
2026,2011,Tabasco,Menos de 1 s.m.,579691,25830,0,0,0,0,0,0,0,0
2027,2011,Tabasco,M s de 1 hasta 2 s.m.,18396,2476,0,0,0,0,0,0,0,0
2028,2011,Tabasco,M s de 10 s.m.,641685,357701,0,0,0,0,0,0,0,0
2029,2011,Tabasco,M s de 2 hasta 3 s.m.,284876,6725,0,0,0,0,0,0,0,0
2030,2011,Tabasco,M s de 3 hasta 5 s.m.,241297,81291,0,0,0,0,0,0,0,0
2031,2011,Tabasco,M s de 5 hasta 10 s.m.,75403,16228,0,0,0,0,0,0,0,0
2032,2011,Tabasco,No especificado,23827,7770,0,0,0,0,0,0,0,0
2033,2011,Tabasco,No recibe ingresos,133842,3419,0,0,0,0,0,0,0,0
2034,2011,Tamaulipas,1 salario m¡nimo,38773,3946,0,0,0,0,0,0,0,0
2035,2011,Tamaulipas,Menos de 1 s.m.,381361,23459,0,0,0,0,0,0,0,0
2036,2011,Tamaulipas,M s de 1 hasta 2 s.m.,32848,2995,0,0,0,0,0,0,0,0
2037,2011,Tamaulipas,M s de 10 s.m.,1002516,538258,0,0,0,0,0,0,0,0
2038,2011,Tamaulipas,M s de 2 hasta 3 s.m.,466749,18399,0,0,0,0,0,0,0,0
2039,2011,Tamaulipas,M s de 3 hasta 5 s.m.,963068,355476,0,0,0,0,0,0,0,0
2040,2011,Tamaulipas,M s de 5 hasta 10 s.m.,153105,39131,0,0,0,0,0,0,0,0
2041,2011,Tamaulipas,No especificado,61167,30370,0,0,0,0,0,0,0,0
2042,2011,Tamaulipas,No recibe ingresos,259915,27961,0,0,0,0,0,0,0,0
2043,2011,Tlaxcala,1 salario m¡nimo,1439,1439,0,0,0,0,0,0,0,0
2044,2011,Tlaxcala,Menos de 1 s.m.,253805,27678,0,0,0,0,0,0,0,0
2045,2011,Tlaxcala,M s de 1 hasta 2 s.m.,6279,910,0,0,0,0,0,0,0,0
2046,2011,Tlaxcala,M s de 10 s.m.,311551,166336,0,0,0,0,0,0,0,0
2047,2011,Tlaxcala,M s de 2 hasta 3 s.m.,170774,3350,0,0,0,0,0,0,0,0
2048,2011,Tlaxcala,M s de 3 hasta 5 s.m.,413634,178094,0,0,0,0,0,0,0,0
2049,2011,Tlaxcala,M s de 5 hasta 10 s.m.,29399,6549,0,0,0,0,0,0,0,0
2050,2011,Tlaxcala,No especificado,7291,2916,0,0,0,0,0,0,0,0
2051,2011,Tlaxcala,No recibe ingresos,54826,2006,0,0,0,0,0,0,0,0
2052,2011,Veracruz,1 salario m¡nimo,94341,5976,0,0,0,0,0,0,0,0
2053,2011,Veracruz,Menos de 1 s.m.,2769165,150303,0,0,0,0,0,0,0,0
2054,2011,Veracruz,M s de 1 hasta 2 s.m.,55230,12225,0,0,0,0,0,0,0,0
2055,2011,Veracruz,M s de 10 s.m.,1985392,1148699,0,0,0,0,0,0,0,0
2056,2011,Veracruz,M s de 2 hasta 3 s.m.,1031672,31000,0,0,0,0,0,0,0,0
2057,2011,Veracruz,M s de 3 hasta 5 s.m.,1215229,375205,0,0,0,0,0,0,0,0
2058,2011,Veracruz,M s de 5 hasta 10 s.m.,227496,43552,0,0,0,0,0,0,0,0
2059,2011,Veracruz,No especificado,73084,28909,0,0,0,0,0,0,0,0
2060,2011,Veracruz,No recibe ingresos,449445,32015,0,0,0,0,0,0,0,0
2061,2011,Yucat n,1 salario m¡nimo,7430,350,0,0,0,0,0,0,0,0
2062,2011,Yucat n,Menos de 1 s.m.,417413,22768,0,0,0,0,0,0,0,0
2063,2011,Yucat n,M s de 1 hasta 2 s.m.,13144,2149,0,0,0,0,0,0,0,0
2064,2011,Yucat n,M s de 10 s.m.,522100,288499,0,0,0,0,0,0,0,0
2065,2011,Yucat n,M s de 2 hasta 3 s.m.,312414,6874,0,0,0,0,0,0,0,0
2066,2011,Yucat n,M s de 3 hasta 5 s.m.,664070,312351,0,0,0,0,0,0,0,0
2067,2011,Yucat n,M s de 5 hasta 10 s.m.,96819,19329,0,0,0,0,0,0,0,0
2068,2011,Yucat n,No especificado,21274,5566,0,0,0,0,0,0,0,0
2069,2011,Yucat n,No recibe ingresos,151641,9537,0,0,0,0,0,0,0,0
2070,2011,Zacatecas,1 salario m¡nimo,25337,1209,0,0,0,0,0,0,0,0
2071,2011,Zacatecas,Menos de 1 s.m.,579754,54772,0,0,0,0,0,0,0,0
2072,2011,Zacatecas,M s de 1 hasta 2 s.m.,3727,681,0,0,0,0,0,0,0,0
2073,2011,Zacatecas,M s de 10 s.m.,399388,227298,0,0,0,0,0,0,0,0
2074,2011,Zacatecas,M s de 2 hasta 3 s.m.,154588,1959,0,0,0,0,0,0,0,0
2075,2011,Zacatecas,M s de 3 hasta 5 s.m.,243050,92823,0,0,0,0,0,0,0,0
2076,2011,Zacatecas,M s de 5 hasta 10 s.m.,46559,7734,0,0,0,0,0,0,0,0
2077,2011,Zacatecas,No especificado,8267,2677,0,0,0,0,0,0,0,0
2078,2011,Zacatecas,No recibe ingresos,37643,2344,0,0,0,0,0,0,0,0
2079,2012,Aguascalientes,1 salario m¡nimo,4779,502,0,0,0,0,0,0,0,0
2080,2012,Aguascalientes,Menos de 1 s.m.,121210,7666,0,0,0,0,0,0,0,0
2081,2012,Aguascalientes,M s de 1 hasta 2 s.m.,7622,612,0,0,0,0,0,0,0,0
2082,2012,Aguascalientes,M s de 10 s.m.,324347,164084,0,0,0,0,0,0,0,0
2083,2012,Aguascalientes,M s de 2 hasta 3 s.m.,145012,5022,0,0,0,0,0,0,0,0
2084,2012,Aguascalientes,M s de 3 hasta 5 s.m.,377805,117970,0,0,0,0,0,0,0,0
2085,2012,Aguascalientes,M s de 5 hasta 10 s.m.,60386,11871,0,0,0,0,0,0,0,0
2086,2012,Aguascalientes,No especificado,15137,6208,0,0,0,0,0,0,0,0
2087,2012,Aguascalientes,No recibe ingresos,74755,4681,0,0,0,0,0,0,0,0
2088,2012,Baja California,1 salario m¡nimo,7314,496,0,0,0,0,0,0,0,0
2089,2012,Baja California,Menos de 1 s.m.,399307,103252,0,0,0,0,0,0,0,0
2090,2012,Baja California,M s de 1 hasta 2 s.m.,44330,8072,0,0,0,0,0,0,0,0
2091,2012,Baja California,M s de 10 s.m.,1013494,474653,0,0,0,0,0,0,0,0
2092,2012,Baja California,M s de 2 hasta 3 s.m.,340544,13136,0,0,0,0,0,0,0,0
2093,2012,Baja California,M s de 3 hasta 5 s.m.,1032789,422066,0,0,0,0,0,0,0,0
2094,2012,Baja California,M s de 5 hasta 10 s.m.,107536,26410,0,0,0,0,0,0,0,0
2095,2012,Baja California,No especificado,38273,12478,0,0,0,0,0,0,0,0
2096,2012,Baja California,No recibe ingresos,207657,21034,0,0,0,0,0,0,0,0
2097,2012,Baja California Sur,1 salario m¡nimo,16469,2317,0,0,0,0,0,0,0,0
2098,2012,Baja California Sur,Menos de 1 s.m.,116981,20470,0,0,0,0,0,0,0,0
2099,2012,Baja California Sur,M s de 1 hasta 2 s.m.,22726,5876,0,0,0,0,0,0,0,0
2100,2012,Baja California Sur,M s de 10 s.m.,209377,113639,0,0,0,0,0,0,0,0
2101,2012,Baja California Sur,M s de 2 hasta 3 s.m.,97180,5410,0,0,0,0,0,0,0,0
2102,2012,Baja California Sur,M s de 3 hasta 5 s.m.,93449,34751,0,0,0,0,0,0,0,0
2103,2012,Baja California Sur,M s de 5 hasta 10 s.m.,36594,10353,0,0,0,0,0,0,0,0
2104,2012,Baja California Sur,No especificado,12661,3825,0,0,0,0,0,0,0,0
2105,2012,Baja California Sur,No recibe ingresos,40405,6707,0,0,0,0,0,0,0,0
2106,2012,Campeche,1 salario m¡nimo,28798,6536,0,0,0,0,0,0,0,0
2107,2012,Campeche,Menos de 1 s.m.,300369,15303,0,0,0,0,0,0,0,0
2108,2012,Campeche,M s de 1 hasta 2 s.m.,6288,1182,0,0,0,0,0,0,0,0
2109,2012,Campeche,M s de 10 s.m.,231906,140736,0,0,0,0,0,0,0,0
2110,2012,Campeche,M s de 2 hasta 3 s.m.,154948,6924,0,0,0,0,0,0,0,0
2111,2012,Campeche,M s de 3 hasta 5 s.m.,153642,78300,0,0,0,0,0,0,0,0
2112,2012,Campeche,M s de 5 hasta 10 s.m.,21902,5619,0,0,0,0,0,0,0,0
2113,2012,Campeche,No especificado,10505,4193,0,0,0,0,0,0,0,0
2114,2012,Campeche,No recibe ingresos,49475,1713,0,0,0,0,0,0,0,0
2115,2012,Chiapas,1 salario m¡nimo,8264,73,0,0,0,0,0,0,0,0
2116,2012,Chiapas,Menos de 1 s.m.,3088284,258755,0,0,0,0,0,0,0,0
2117,2012,Chiapas,M s de 1 hasta 2 s.m.,18630,5153,0,0,0,0,0,0,0,0
2118,2012,Chiapas,M s de 10 s.m.,1032893,676636,0,0,0,0,0,0,0,0
2119,2012,Chiapas,M s de 2 hasta 3 s.m.,491611,12766,0,0,0,0,0,0,0,0
2120,2012,Chiapas,M s de 3 hasta 5 s.m.,489863,196273,0,0,0,0,0,0,0,0
2121,2012,Chiapas,M s de 5 hasta 10 s.m.,147153,25433,0,0,0,0,0,0,0,0
2122,2012,Chiapas,No especificado,29255,7665,0,0,0,0,0,0,0,0
2123,2012,Chiapas,No recibe ingresos,220497,7063,0,0,0,0,0,0,0,0
2124,2012,Chihuahua,1 salario m¡nimo,18044,1894,0,0,0,0,0,0,0,0
2125,2012,Chihuahua,Menos de 1 s.m.,491132,26559,0,0,0,0,0,0,0,0
2126,2012,Chihuahua,M s de 1 hasta 2 s.m.,42729,9235,0,0,0,0,0,0,0,0
2127,2012,Chihuahua,M s de 10 s.m.,980140,434252,0,0,0,0,0,0,0,0
2128,2012,Chihuahua,M s de 2 hasta 3 s.m.,331598,7674,0,0,0,0,0,0,0,0
2129,2012,Chihuahua,M s de 3 hasta 5 s.m.,1264159,472405,0,0,0,0,0,0,0,0
2130,2012,Chihuahua,M s de 5 hasta 10 s.m.,124928,30043,0,0,0,0,0,0,0,0
2131,2012,Chihuahua,No especificado,45019,11642,0,0,0,0,0,0,0,0
2132,2012,Chihuahua,No recibe ingresos,142476,21513,0,0,0,0,0,0,0,0
2133,2012,Ciudad de Mxico,1 salario m¡nimo,11389,772,0,0,0,0,0,0,0,0
2134,2012,Ciudad de Mxico,Menos de 1 s.m.,48757,2950,0,0,0,0,0,0,0,0
2135,2012,Ciudad de Mxico,M s de 1 hasta 2 s.m.,41727,11932,0,0,0,0,0,0,0,0
2136,2012,Ciudad de Mxico,M s de 10 s.m.,2985219,1493438,0,0,0,0,0,0,0,0
2137,2012,Ciudad de Mxico,M s de 2 hasta 3 s.m.,862022,67123,0,0,0,0,0,0,0,0
2138,2012,Ciudad de Mxico,M s de 3 hasta 5 s.m.,1908647,759363,0,0,0,0,0,0,0,0
2139,2012,Ciudad de Mxico,M s de 5 hasta 10 s.m.,449440,136773,0,0,0,0,0,0,0,0
2140,2012,Ciudad de Mxico,No especificado,391302,126291,0,0,0,0,0,0,0,0
2141,2012,Ciudad de Mxico,No recibe ingresos,913427,107735,0,0,0,0,0,0,0,0
2142,2012,Coahuila,1 salario m¡nimo,59501,3877,0,0,0,0,0,0,0,0
2143,2012,Coahuila,Menos de 1 s.m.,243613,18322,0,0,0,0,0,0,0,0
2144,2012,Coahuila,M s de 1 hasta 2 s.m.,19291,2850,0,0,0,0,0,0,0,0
2145,2012,Coahuila,M s de 10 s.m.,784697,427023,0,0,0,0,0,0,0,0
2146,2012,Coahuila,M s de 2 hasta 3 s.m.,369355,13115,0,0,0,0,0,0,0,0
2147,2012,Coahuila,M s de 3 hasta 5 s.m.,1163541,335896,0,0,0,0,0,0,0,0
2148,2012,Coahuila,M s de 5 hasta 10 s.m.,144244,26938,0,0,0,0,0,0,0,0
2149,2012,Coahuila,No especificado,45756,13845,0,0,0,0,0,0,0,0
2150,2012,Coahuila,No recibe ingresos,196836,16677,0,0,0,0,0,0,0,0
2151,2012,Colima,1 salario m¡nimo,14423,477,0,0,0,0,0,0,0,0
2152,2012,Colima,Menos de 1 s.m.,159855,26746,0,0,0,0,0,0,0,0
2153,2012,Colima,M s de 1 hasta 2 s.m.,7797,2629,0,0,0,0,0,0,0,0
2154,2012,Colima,M s de 10 s.m.,211722,131611,0,0,0,0,0,0,0,0
2155,2012,Colima,M s de 2 hasta 3 s.m.,117213,3370,0,0,0,0,0,0,0,0
2156,2012,Colima,M s de 3 hasta 5 s.m.,106371,45707,0,0,0,0,0,0,0,0
2157,2012,Colima,M s de 5 hasta 10 s.m.,31046,7574,0,0,0,0,0,0,0,0
2158,2012,Colima,No especificado,9366,2753,0,0,0,0,0,0,0,0
2159,2012,Colima,No recibe ingresos,81668,11991,0,0,0,0,0,0,0,0
2160,2012,Durango,1 salario m¡nimo,59914,7410,0,0,0,0,0,0,0,0
2161,2012,Durango,Menos de 1 s.m.,349578,10533,0,0,0,0,0,0,0,0
2162,2012,Durango,M s de 1 hasta 2 s.m.,7529,1534,0,0,0,0,0,0,0,0
2163,2012,Durango,M s de 10 s.m.,422690,258697,0,0,0,0,0,0,0,0
2164,2012,Durango,M s de 2 hasta 3 s.m.,238949,5803,0,0,0,0,0,0,0,0
2165,2012,Durango,M s de 3 hasta 5 s.m.,444102,133124,0,0,0,0,0,0,0,0
2166,2012,Durango,M s de 5 hasta 10 s.m.,52545,14421,0,0,0,0,0,0,0,0
2167,2012,Durango,No especificado,11335,4139,0,0,0,0,0,0,0,0
2168,2012,Durango,No recibe ingresos,105495,6330,0,0,0,0,0,0,0,0
2169,2012,Estado de Mxico,1 salario m¡nimo,25844,119,0,0,0,0,0,0,0,0
2170,2012,Estado de Mxico,Menos de 1 s.m.,1253559,117870,0,0,0,0,0,0,0,0
2171,2012,Estado de Mxico,M s de 1 hasta 2 s.m.,76359,15885,0,0,0,0,0,0,0,0
2172,2012,Estado de Mxico,M s de 10 s.m.,5283082,2665861,0,0,0,0,0,0,0,0
2173,2012,Estado de Mxico,M s de 2 hasta 3 s.m.,2186418,71544,0,0,0,0,0,0,0,0
2174,2012,Estado de Mxico,M s de 3 hasta 5 s.m.,4682672,1467729,0,0,0,0,0,0,0,0
2175,2012,Estado de Mxico,M s de 5 hasta 10 s.m.,612288,165050,0,0,0,0,0,0,0,0
2176,2012,Estado de Mxico,No especificado,260159,75376,0,0,0,0,0,0,0,0
2177,2012,Estado de Mxico,No recibe ingresos,1521945,80276,0,0,0,0,0,0,0,0
2178,2012,Guanajuato,1 salario m¡nimo,12054,12054,0,0,0,0,0,0,0,0
2179,2012,Guanajuato,Menos de 1 s.m.,997542,126738,0,0,0,0,0,0,0,0
2180,2012,Guanajuato,M s de 1 hasta 2 s.m.,29352,9716,0,0,0,0,0,0,0,0
2181,2012,Guanajuato,M s de 10 s.m.,1839129,1059286,0,0,0,0,0,0,0,0
2182,2012,Guanajuato,M s de 2 hasta 3 s.m.,695361,24409,0,0,0,0,0,0,0,0
2183,2012,Guanajuato,M s de 3 hasta 5 s.m.,2121069,726253,0,0,0,0,0,0,0,0
2184,2012,Guanajuato,M s de 5 hasta 10 s.m.,297144,70185,0,0,0,0,0,0,0,0
2185,2012,Guanajuato,No especificado,43849,17471,0,0,0,0,0,0,0,0
2186,2012,Guanajuato,No recibe ingresos,226001,18070,0,0,0,0,0,0,0,0
2187,2012,Guerrero,1 salario m¡nimo,5173,810,0,0,0,0,0,0,0,0
2188,2012,Guerrero,Menos de 1 s.m.,1848412,338678,0,0,0,0,0,0,0,0
2189,2012,Guerrero,M s de 1 hasta 2 s.m.,15439,3076,0,0,0,0,0,0,0,0
2190,2012,Guerrero,M s de 10 s.m.,815184,520584,0,0,0,0,0,0,0,0
2191,2012,Guerrero,M s de 2 hasta 3 s.m.,330767,6860,0,0,0,0,0,0,0,0
2192,2012,Guerrero,M s de 3 hasta 5 s.m.,511895,315390,0,0,0,0,0,0,0,0
2193,2012,Guerrero,M s de 5 hasta 10 s.m.,69701,14291,0,0,0,0,0,0,0,0
2194,2012,Guerrero,No especificado,13572,5297,0,0,0,0,0,0,0,0
2195,2012,Guerrero,No recibe ingresos,219631,7984,0,0,0,0,0,0,0,0
2196,2012,Hidalgo,1 salario m¡nimo,13499,35,0,0,0,0,0,0,0,0
2197,2012,Hidalgo,Menos de 1 s.m.,952647,124927,0,0,0,0,0,0,0,0
2198,2012,Hidalgo,M s de 1 hasta 2 s.m.,20052,4263,0,0,0,0,0,0,0,0
2199,2012,Hidalgo,M s de 10 s.m.,721222,395581,0,0,0,0,0,0,0,0
2200,2012,Hidalgo,M s de 2 hasta 3 s.m.,386758,8538,0,0,0,0,0,0,0,0
2201,2012,Hidalgo,M s de 3 hasta 5 s.m.,623353,237724,0,0,0,0,0,0,0,0
2202,2012,Hidalgo,M s de 5 hasta 10 s.m.,86187,14399,0,0,0,0,0,0,0,0
2203,2012,Hidalgo,No especificado,18261,6785,0,0,0,0,0,0,0,0
2204,2012,Hidalgo,No recibe ingresos,166520,9728,0,0,0,0,0,0,0,0
2205,2012,Jalisco,1 salario m¡nimo,25401,330,0,0,0,0,0,0,0,0
2206,2012,Jalisco,Menos de 1 s.m.,1230285,129775,0,0,0,0,0,0,0,0
2207,2012,Jalisco,M s de 1 hasta 2 s.m.,20383,3907,0,0,0,0,0,0,0,0
2208,2012,Jalisco,M s de 10 s.m.,2529784,1391179,0,0,0,0,0,0,0,0
2209,2012,Jalisco,M s de 2 hasta 3 s.m.,1017699,39447,0,0,0,0,0,0,0,0
2210,2012,Jalisco,M s de 3 hasta 5 s.m.,2384619,852208,0,0,0,0,0,0,0,0
2211,2012,Jalisco,M s de 5 hasta 10 s.m.,354505,108678,0,0,0,0,0,0,0,0
2212,2012,Jalisco,No especificado,106961,38381,0,0,0,0,0,0,0,0
2213,2012,Jalisco,No recibe ingresos,404473,41194,0,0,0,0,0,0,0,0
2214,2012,Michoac n,1 salario m¡nimo,5291,5291,0,0,0,0,0,0,0,0
2215,2012,Michoac n,Menos de 1 s.m.,1604330,209683,0,0,0,0,0,0,0,0
2216,2012,Michoac n,M s de 1 hasta 2 s.m.,47230,4134,0,0,0,0,0,0,0,0
2217,2012,Michoac n,M s de 10 s.m.,1253244,730621,0,0,0,0,0,0,0,0
2218,2012,Michoac n,M s de 2 hasta 3 s.m.,589908,20078,0,0,0,0,0,0,0,0
2219,2012,Michoac n,M s de 3 hasta 5 s.m.,896352,388309,0,0,0,0,0,0,0,0
2220,2012,Michoac n,M s de 5 hasta 10 s.m.,212966,61059,0,0,0,0,0,0,0,0
2221,2012,Michoac n,No especificado,40667,20000,0,0,0,0,0,0,0,0
2222,2012,Michoac n,No recibe ingresos,243455,17189,0,0,0,0,0,0,0,0
2223,2012,Morelos,1 salario m¡nimo,4701,4701,0,0,0,0,0,0,0,0
2224,2012,Morelos,Menos de 1 s.m.,360918,30761,0,0,0,0,0,0,0,0
2225,2012,Morelos,M s de 1 hasta 2 s.m.,9304,1855,0,0,0,0,0,0,0,0
2226,2012,Morelos,M s de 10 s.m.,540447,310179,0,0,0,0,0,0,0,0
2227,2012,Morelos,M s de 2 hasta 3 s.m.,292233,8880,0,0,0,0,0,0,0,0
2228,2012,Morelos,M s de 3 hasta 5 s.m.,350409,118022,0,0,0,0,0,0,0,0
2229,2012,Morelos,M s de 5 hasta 10 s.m.,63299,16493,0,0,0,0,0,0,0,0
2230,2012,Morelos,No especificado,18360,5860,0,0,0,0,0,0,0,0
2231,2012,Morelos,No recibe ingresos,143640,7547,0,0,0,0,0,0,0,0
2232,2012,Nacional,1 salario m¡nimo,888928,78726,0,0,0,0,0,0,0,0
2233,2012,Nacional,Menos de 1 s.m.,26491788,3092306,0,0,0,0,0,0,0,0
2234,2012,Nacional,M s de 1 hasta 2 s.m.,779676,159561,0,0,0,0,0,0,0,0
2235,2012,Nacional,M s de 10 s.m.,33638221,18571353,0,0,0,0,0,0,0,0
2236,2012,Nacional,M s de 2 hasta 3 s.m.,14515448,526878,0,0,0,0,0,0,0,0
2237,2012,Nacional,M s de 3 hasta 5 s.m.,29771954,10942622,0,0,0,0,0,0,0,0
2238,2012,Nacional,M s de 5 hasta 10 s.m.,4679112,1177731,0,0,0,0,0,0,0,0
2239,2012,Nacional,No especificado,1580289,527971,0,0,0,0,0,0,0,0
2240,2012,Nacional,No recibe ingresos,7794617,595723,0,0,0,0,0,0,0,0
2241,2012,Nayarit,1 salario m¡nimo,2215,322,0,0,0,0,0,0,0,0
2242,2012,Nayarit,Menos de 1 s.m.,379316,24297,0,0,0,0,0,0,0,0
2243,2012,Nayarit,M s de 1 hasta 2 s.m.,12073,2063,0,0,0,0,0,0,0,0
2244,2012,Nayarit,M s de 10 s.m.,351346,226870,0,0,0,0,0,0,0,0
2245,2012,Nayarit,M s de 2 hasta 3 s.m.,125849,3054,0,0,0,0,0,0,0,0
2246,2012,Nayarit,M s de 3 hasta 5 s.m.,172138,69385,0,0,0,0,0,0,0,0
2247,2012,Nayarit,M s de 5 hasta 10 s.m.,47937,10691,0,0,0,0,0,0,0,0
2248,2012,Nayarit,No especificado,11175,4026,0,0,0,0,0,0,0,0
2249,2012,Nayarit,No recibe ingresos,64015,3163,0,0,0,0,0,0,0,0
2250,2012,Nuevo Le¢n,1 salario m¡nimo,13561,1651,0,0,0,0,0,0,0,0
2251,2012,Nuevo Le¢n,Menos de 1 s.m.,208241,12663,0,0,0,0,0,0,0,0
2252,2012,Nuevo Le¢n,M s de 1 hasta 2 s.m.,41051,9396,0,0,0,0,0,0,0,0
2253,2012,Nuevo Le¢n,M s de 10 s.m.,1318989,692917,0,0,0,0,0,0,0,0
2254,2012,Nuevo Le¢n,M s de 2 hasta 3 s.m.,705459,47387,0,0,0,0,0,0,0,0
2255,2012,Nuevo Le¢n,M s de 3 hasta 5 s.m.,1914618,508737,0,0,0,0,0,0,0,0
2256,2012,Nuevo Le¢n,M s de 5 hasta 10 s.m.,273888,65687,0,0,0,0,0,0,0,0
2257,2012,Nuevo Le¢n,No especificado,83809,19829,0,0,0,0,0,0,0,0
2258,2012,Nuevo Le¢n,No recibe ingresos,456530,49004,0,0,0,0,0,0,0,0
2259,2012,Oaxaca,1 salario m¡nimo,9077,694,0,0,0,0,0,0,0,0
2260,2012,Oaxaca,Menos de 1 s.m.,2022218,314946,0,0,0,0,0,0,0,0
2261,2012,Oaxaca,M s de 1 hasta 2 s.m.,7622,1059,0,0,0,0,0,0,0,0
2262,2012,Oaxaca,M s de 10 s.m.,922139,644895,0,0,0,0,0,0,0,0
2263,2012,Oaxaca,M s de 2 hasta 3 s.m.,382857,11886,0,0,0,0,0,0,0,0
2264,2012,Oaxaca,M s de 3 hasta 5 s.m.,833177,498355,0,0,0,0,0,0,0,0
2265,2012,Oaxaca,M s de 5 hasta 10 s.m.,97488,20185,0,0,0,0,0,0,0,0
2266,2012,Oaxaca,No especificado,20279,5679,0,0,0,0,0,0,0,0
2267,2012,Oaxaca,No recibe ingresos,211266,8265,0,0,0,0,0,0,0,0
2268,2012,Puebla,1 salario m¡nimo,15200,411,0,0,0,0,0,0,0,0
2269,2012,Puebla,Menos de 1 s.m.,2375291,485315,0,0,0,0,0,0,0,0
2270,2012,Puebla,M s de 1 hasta 2 s.m.,33302,5592,0,0,0,0,0,0,0,0
2271,2012,Puebla,M s de 10 s.m.,1657839,941708,0,0,0,0,0,0,0,0
2272,2012,Puebla,M s de 2 hasta 3 s.m.,699051,12364,0,0,0,0,0,0,0,0
2273,2012,Puebla,M s de 3 hasta 5 s.m.,1680651,718364,0,0,0,0,0,0,0,0
2274,2012,Puebla,M s de 5 hasta 10 s.m.,209435,49199,0,0,0,0,0,0,0,0
2275,2012,Puebla,No especificado,50091,18893,0,0,0,0,0,0,0,0
2276,2012,Puebla,No recibe ingresos,256909,16385,0,0,0,0,0,0,0,0
2277,2012,Queretaro,1 salario m¡nimo,5309,99,0,0,0,0,0,0,0,0
2278,2012,Queretaro,Menos de 1 s.m.,246307,26408,0,0,0,0,0,0,0,0
2279,2012,Queretaro,M s de 1 hasta 2 s.m.,15632,4582,0,0,0,0,0,0,0,0
2280,2012,Queretaro,M s de 10 s.m.,439194,244778,0,0,0,0,0,0,0,0
2281,2012,Queretaro,M s de 2 hasta 3 s.m.,302405,8723,0,0,0,0,0,0,0,0
2282,2012,Queretaro,M s de 3 hasta 5 s.m.,638279,201520,0,0,0,0,0,0,0,0
2283,2012,Queretaro,M s de 5 hasta 10 s.m.,83984,23605,0,0,0,0,0,0,0,0
2284,2012,Queretaro,No especificado,20404,8830,0,0,0,0,0,0,0,0
2285,2012,Queretaro,No recibe ingresos,113814,13934,0,0,0,0,0,0,0,0
2286,2012,Quintana Roo,1 salario m¡nimo,2876,2876,0,0,0,0,0,0,0,0
2287,2012,Quintana Roo,Menos de 1 s.m.,187212,9415,0,0,0,0,0,0,0,0
2288,2012,Quintana Roo,M s de 1 hasta 2 s.m.,12203,2610,0,0,0,0,0,0,0,0
2289,2012,Quintana Roo,M s de 10 s.m.,479066,258720,0,0,0,0,0,0,0,0
2290,2012,Quintana Roo,M s de 2 hasta 3 s.m.,199503,8305,0,0,0,0,0,0,0,0
2291,2012,Quintana Roo,M s de 3 hasta 5 s.m.,133250,51730,0,0,0,0,0,0,0,0
2292,2012,Quintana Roo,M s de 5 hasta 10 s.m.,58777,16081,0,0,0,0,0,0,0,0
